Index,m:s.ms.us,Dur,Len,Err,PID,CRC,Packet,Packet Data
22495,00:25.490.978,103.72 us,,,,,[5 IN/NAK],
22496,00:25.491.107,98.92 us,,,,,[5 IN/NAK],
22497,00:25.491.229,84.03 us,,,,,[4 IN/NAK],
22498,00:25.491.352,98.90 us,,,,,[5 IN/NAK],
22499,00:25.491.477,103.65 us,,,,,[5 IN/NAK],
22500,00:25.491.607,103.98 us,,,,,[5 IN/NAK],
22501,00:25.491.736,78.00 us,,,,,[4 IN/NAK],
22502,00:25.491.851,98.85 us,,,,,[5 IN/NAK],
22503,00:25.491.976,103.70 us,,,,,[5 IN/NAK],
22504,00:25.492.106,98.95 us,,,,,[5 IN/NAK],
22505,00:25.492.227,84.90 us,,,,,[4 IN/NAK],
22506,00:25.492.350,98.87 us,,,,,[5 IN/NAK],
22507,00:25.492.475,103.68 us,,,,,[5 IN/NAK],
22508,00:25.492.605,103.95 us,,,,,[5 IN/NAK],
22509,00:25.492.734,78.00 us,,,,,[4 IN/NAK],
22510,00:25.492.849,98.88 us,,,,,[5 IN/NAK],
22511,00:25.492.974,103.68 us,,,,,[5 IN/NAK],
22512,00:25.493.104,98.93 us,,,,,[5 IN/NAK],
22513,00:25.493.225,84.88 us,,,,,[4 IN/NAK],
22514,00:25.493.348,98.90 us,,,,,[5 IN/NAK],
22515,00:25.493.473,103.68 us,,,,,[5 IN/NAK],
22516,00:25.493.603,103.93 us,,,,,[5 IN/NAK],
22517,00:25.493.733,78.00 us,,,,,[4 IN/NAK],
22518,00:25.493.847,98.85 us,,,,,[5 IN/NAK],
22519,00:25.493.972,103.67 us,,,,,[5 IN/NAK],
22520,00:25.494.102,98.97 us,,,,,[5 IN/NAK],
22521,00:25.494.223,84.92 us,,,,,[4 IN/NAK],
22522,00:25.494.347,98.87 us,,,,,[5 IN/NAK],
22523,00:25.494.472,103.67 us,,,,,[5 IN/NAK],
22524,00:25.494.601,103.95 us,,,,,[5 IN/NAK],
22525,00:25.494.731,77.98 us,,,,,[4 IN/NAK],
22526,00:25.494.846,98.87 us,,,,,[5 IN/NAK],
22527,00:25.494.971,103.65 us,,,,,[5 IN/NAK],
22528,00:25.495.100,98.97 us,,,,,[5 IN/NAK],
22529,00:25.495.221,84.90 us,,,,,[4 IN/NAK],
22530,00:25.495.345,98.87 us,,,,,[5 IN/NAK],
22531,00:25.495.470,103.68 us,,,,,[5 IN/NAK],
22532,00:25.495.599,103.93 us,,,,,[5 IN/NAK],
22533,00:25.495.729,77.98 us,,,,,[4 IN/NAK],
22534,00:25.495.844,98.87 us,,,,,[5 IN/NAK],
22535,00:25.495.969,103.67 us,,,,,[5 IN/NAK],
22536,00:25.496.098,98.97 us,,,,,[5 IN/NAK],
22537,00:25.496.219,84.92 us,,,,,[4 IN/NAK],
22538,00:25.496.343,98.85 us,,,,,[5 IN/NAK],
22539,00:25.496.468,103.70 us,,,,,[5 IN/NAK],
22540,00:25.496.597,103.95 us,,,,,[5 IN/NAK],
22541,00:25.496.727,77.98 us,,,,,[4 IN/NAK],
22542,00:25.496.842,98.90 us,,,,,[5 IN/NAK],
22543,00:25.496.967,103.67 us,,,,,[5 IN/NAK],
22544,00:25.497.096,98.95 us,,,,,[5 IN/NAK],
22545,00:25.497.217,84.92 us,,,,,[4 IN/NAK],
22546,00:25.497.341,98.85 us,,,,,[5 IN/NAK],
22547,00:25.497.466,103.72 us,,,,,[5 IN/NAK],
22548,00:25.497.595,103.97 us,,,,,[5 IN/NAK],
22549,00:25.497.725,77.98 us,,,,,[4 IN/NAK],
22550,00:25.497.840,98.88 us,,,,,[5 IN/NAK],
22551,00:25.497.965,103.67 us,,,,,[5 IN/NAK],
22552,00:25.498.095,98.93 us,,,,,[5 IN/NAK],
22553,00:25.498.215,84.93 us,,,,,[4 IN/NAK],
22554,00:25.498.339,98.85 us,,,,,[5 IN/NAK],
22555,00:25.498.464,103.72 us,,,,,[5 IN/NAK],
22556,00:25.498.594,103.95 us,,,,,[5 IN/NAK],
22557,00:25.498.723,77.95 us,,,,,[4 IN/NAK],
22558,00:25.498.838,98.87 us,,,,,[5 IN/NAK],
22559,00:25.498.963,103.68 us,,,,,[5 IN/NAK],
22560,00:25.499.093,98.95 us,,,,,[5 IN/NAK],
22561,00:25.499.214,84.05 us,,,,,[4 IN/NAK],
22562,00:25.499.337,98.88 us,,,,,[5 IN/NAK],
22563,00:25.499.462,103.67 us,,,,,[5 IN/NAK],
22564,00:25.499.592,103.92 us,,,,,[5 IN/NAK],
22565,00:25.499.721,78.00 us,,,,,[4 IN/NAK],
22566,00:25.499.836,98.85 us,,,,,[5 IN/NAK],
22567,00:25.499.961,103.70 us,,,,,[5 IN/NAK],
22568,00:25.500.091,98.92 us,,,,,[5 IN/NAK],
22569,00:25.500.212,84.92 us,,,,,[4 IN/NAK],
22570,00:25.500.335,98.90 us,,,,,[5 IN/NAK],
22571,00:25.500.460,103.67 us,,,,,[5 IN/NAK],
22572,00:25.500.590,103.97 us,,,,,[5 IN/NAK],
22573,00:25.500.720,77.98 us,,,,,[4 IN/NAK],
22574,00:25.500.835,98.83 us,,,,,[5 IN/NAK],
22575,00:25.500.960,103.70 us,,,,,[5 IN/NAK],
22576,00:25.501.089,98.97 us,,,,,[5 IN/NAK],
22577,00:25.501.210,84.92 us,,,,,[4 IN/NAK],
22578,00:25.501.334,98.90 us,,,,,[5 IN/NAK],
22579,00:25.501.459,103.63 us,,,,,[5 IN/NAK],
22580,00:25.501.588,103.95 us,,,,,[5 IN/NAK],
22581,00:25.501.718,78.02 us,,,,,[4 IN/NAK],
22582,00:25.501.833,98.83 us,,,,,[5 IN/NAK],
22583,00:25.501.958,103.65 us,,,,,[5 IN/NAK],
22584,00:25.502.087,98.98 us,,,,,[5 IN/NAK],
22585,00:25.502.208,84.90 us,,,,,[4 IN/NAK],
22586,00:25.502.332,98.87 us,,,,,[5 IN/NAK],
22587,00:25.502.457,103.65 us,,,,,[5 IN/NAK],
22588,00:25.502.586,103.93 us,,,,,[5 IN/NAK],
22589,00:25.502.716,78.02 us,,,,,[4 IN/NAK],
22590,00:25.502.831,98.85 us,,,,,[5 IN/NAK],
22591,00:25.502.956,103.67 us,,,,,[5 IN/NAK],
22592,00:25.503.085,98.97 us,,,,,[5 IN/NAK],
22593,00:25.503.206,84.87 us,,,,,[4 IN/NAK],
22594,00:25.503.330,98.85 us,,,,,[5 IN/NAK],
22595,00:25.503.455,103.70 us,,,,,[5 IN/NAK],
22596,00:25.503.584,103.93 us,,,,,[5 IN/NAK],
22597,00:25.503.714,78.00 us,,,,,[4 IN/NAK],
22598,00:25.503.829,98.85 us,,,,,[5 IN/NAK],
22599,00:25.503.954,103.67 us,,,,,[5 IN/NAK],
22600,00:25.504.083,98.97 us,,,,,[5 IN/NAK],
22601,00:25.504.204,84.92 us,,,,,[4 IN/NAK],
22602,00:25.504.328,98.88 us,,,,,[5 IN/NAK],
22603,00:25.504.453,103.70 us,,,,,[5 IN/NAK],
22604,00:25.504.583,103.95 us,,,,,[5 IN/NAK],
22605,00:25.504.712,78.00 us,,,,,[4 IN/NAK],
22606,00:25.504.827,98.88 us,,,,,[5 IN/NAK],
22607,00:25.504.952,103.70 us,,,,,[5 IN/NAK],
22608,00:25.505.082,98.95 us,,,,,[5 IN/NAK],
22609,00:25.505.202,84.92 us,,,,,[4 IN/NAK],
22610,00:25.505.326,98.87 us,,,,,[5 IN/NAK],
22611,00:25.505.451,103.67 us,,,,,[5 IN/NAK],
22612,00:25.505.581,103.95 us,,,,,[5 IN/NAK],
22613,00:25.505.710,77.98 us,,,,,[4 IN/NAK],
22614,00:25.505.825,98.90 us,,,,,[5 IN/NAK],
22615,00:25.505.950,103.67 us,,,,,[5 IN/NAK],
22616,00:25.506.080,98.92 us,,,,,[5 IN/NAK],
22617,00:25.506.201,84.92 us,,,,,[4 IN/NAK],
22618,00:25.506.324,98.85 us,,,,,[5 IN/NAK],
22619,00:25.506.449,103.68 us,,,,,[5 IN/NAK],
22620,00:25.506.579,103.97 us,,,,,[5 IN/NAK],
22621,00:25.506.709,77.97 us,,,,,[4 IN/NAK],
22622,00:25.506.823,98.88 us,,,,,[5 IN/NAK],
22623,00:25.506.948,103.67 us,,,,,[5 IN/NAK],
22624,00:25.507.078,98.93 us,,,,,[5 IN/NAK],
22625,00:25.507.200,84.02 us,,,,,[4 IN/NAK],
22626,00:25.507.323,98.83 us,,,,,[5 IN/NAK],
22627,00:25.507.447,103.65 us,,,,,[5 IN/NAK],
22628,00:25.507.577,103.95 us,,,,,[5 IN/NAK],
22629,00:25.507.707,77.97 us,,,,,[4 IN/NAK],
22630,00:25.507.822,98.88 us,,,,,[5 IN/NAK],
22631,00:25.507.947,103.68 us,,,,,[5 IN/NAK],
22632,00:25.508.076,98.92 us,,,,,[5 IN/NAK],
22633,00:25.508.197,84.92 us,,,,,[4 IN/NAK],
22634,00:25.508.321,98.85 us,,,,,[5 IN/NAK],
22635,00:25.508.446,103.68 us,,,,,[5 IN/NAK],
22636,00:25.508.575,103.97 us,,,,,[5 IN/NAK],
22637,00:25.508.705,78.00 us,,,,,[4 IN/NAK],
22638,00:25.508.820,98.83 us,,,,,[5 IN/NAK],
22639,00:25.508.945,103.67 us,,,,,[5 IN/NAK],
22640,00:25.509.074,98.93 us,,,,,[5 IN/NAK],
22641,00:25.509.195,84.92 us,,,,,[4 IN/NAK],
22642,00:25.509.319,98.87 us,,,,,[5 IN/NAK],
22643,00:25.509.444,103.65 us,,,,,[5 IN/NAK],
22644,00:25.509.573,103.97 us,,,,,[5 IN/NAK],
22645,00:25.509.703,77.98 us,,,,,[4 IN/NAK],
22646,00:25.509.818,98.83 us,,,,,[5 IN/NAK],
22647,00:25.509.943,103.67 us,,,,,[5 IN/NAK],
22648,00:25.510.072,98.95 us,,,,,[5 IN/NAK],
22649,00:25.510.193,84.90 us,,,,,[4 IN/NAK],
22650,00:25.510.317,98.88 us,,,,,[5 IN/NAK],
22651,00:25.510.442,103.67 us,,,,,[5 IN/NAK],
22652,00:25.510.571,103.93 us,,,,,[5 IN/NAK],
22653,00:25.510.701,78.00 us,,,,,[4 IN/NAK],
22654,00:25.510.816,98.83 us,,,,,[5 IN/NAK],
22655,00:25.510.941,103.68 us,,,,,[5 IN/NAK],
22656,00:25.511.070,98.98 us,,,,,[5 IN/NAK],
22657,00:25.511.191,84.90 us,,,,,[4 IN/NAK],
22658,00:25.511.315,98.87 us,,,,,[5 IN/NAK],
22659,00:25.511.440,103.68 us,,,,,[5 IN/NAK],
22660,00:25.511.569,103.95 us,,,,,[5 IN/NAK],
22661,00:25.511.699,78.02 us,,,,,[4 IN/NAK],
22662,00:25.511.814,98.85 us,,,,,[5 IN/NAK],
22663,00:25.511.939,103.67 us,,,,,[5 IN/NAK],
22664,00:25.512.069,98.98 us,,,,,[5 IN/NAK],
22665,00:25.512.189,84.88 us,,,,,[4 IN/NAK],
22666,00:25.512.313,98.85 us,,,,,[5 IN/NAK],
22667,00:25.512.438,103.70 us,,,,,[5 IN/NAK],
22668,00:25.512.568,103.92 us,,,,,[5 IN/NAK],
22669,00:25.512.697,78.00 us,,,,,[4 IN/NAK],
22670,00:25.512.812,98.88 us,,,,,[5 IN/NAK],
22671,00:25.512.937,103.63 us,,,,,[5 IN/NAK],
22672,00:25.513.067,98.97 us,,,,,[5 IN/NAK],
22673,00:25.513.188,84.92 us,,,,,[4 IN/NAK],
22674,00:25.513.311,98.85 us,,,,,[5 IN/NAK],
22675,00:25.513.436,103.68 us,,,,,[5 IN/NAK],
22676,00:25.513.566,103.92 us,,,,,[5 IN/NAK],
22677,00:25.513.696,77.98 us,,,,,[4 IN/NAK],
22678,00:25.513.810,98.88 us,,,,,[5 IN/NAK],
22679,00:25.513.935,103.72 us,,,,,[5 IN/NAK],
22680,00:25.514.065,98.95 us,,,,,[5 IN/NAK],
22681,00:25.514.186,84.93 us,,,,,[4 IN/NAK],
22682,00:25.514.310,98.85 us,,,,,[5 IN/NAK],
22683,00:25.514.434,103.67 us,,,,,[5 IN/NAK],
22684,00:25.514.564,103.95 us,,,,,[5 IN/NAK],
22685,00:25.514.694,77.97 us,,,,,[4 IN/NAK],
22686,00:25.514.809,98.88 us,,,,,[5 IN/NAK],
22687,00:25.514.934,103.67 us,,,,,[5 IN/NAK],
22688,00:25.515.063,98.90 us,,,,,[5 IN/NAK],
22689,00:25.515.185,84.02 us,,,,,[4 IN/NAK],
22690,00:25.515.308,98.87 us,,,,,[5 IN/NAK],
22691,00:25.515.433,103.67 us,,,,,[5 IN/NAK],
22692,00:25.515.562,103.95 us,,,,,[5 IN/NAK],
22693,00:25.515.692,77.98 us,,,,,[4 IN/NAK],
22694,00:25.515.807,98.88 us,,,,,[5 IN/NAK],
22695,00:25.515.932,103.68 us,,,,,[5 IN/NAK],
22696,00:25.516.061,98.95 us,,,,,[5 IN/NAK],
22697,00:25.516.182,84.92 us,,,,,[4 IN/NAK],
22698,00:25.516.306,98.85 us,,,,,[5 IN/NAK],
22699,00:25.516.431,103.65 us,,,,,[5 IN/NAK],
22700,00:25.516.560,103.97 us,,,,,[5 IN/NAK],
22701,00:25.516.690,77.98 us,,,,,[4 IN/NAK],
22702,00:25.516.805,98.87 us,,,,,[5 IN/NAK],
22703,00:25.516.930,103.67 us,,,,,[5 IN/NAK],
22704,00:25.517.059,98.95 us,,,,,[5 IN/NAK],
22705,00:25.517.180,84.92 us,,,,,[4 IN/NAK],
22706,00:25.517.304,98.88 us,,,,,[5 IN/NAK],
22707,00:25.517.429,103.63 us,,,,,[5 IN/NAK],
22708,00:25.517.559,103.98 us,,,,,[5 IN/NAK],
22709,00:25.517.688,78.00 us,,,,,[4 IN/NAK],
22710,00:25.517.803,98.85 us,,,,,[5 IN/NAK],
22711,00:25.517.928,103.70 us,,,,,[5 IN/NAK],
22712,00:25.518.058,98.93 us,,,,,[5 IN/NAK],
22713,00:25.518.178,84.88 us,,,,,[4 IN/NAK],
22714,00:25.518.302,98.88 us,,,,,[5 IN/NAK],
22715,00:25.518.427,103.68 us,,,,,[5 IN/NAK],
22716,00:25.518.557,103.95 us,,,,,[5 IN/NAK],
22717,00:25.518.686,78.00 us,,,,,[4 IN/NAK],
22718,00:25.518.801,98.83 us,,,,,[5 IN/NAK],
22719,00:25.518.926,103.70 us,,,,,[5 IN/NAK],
22720,00:25.519.056,98.95 us,,,,,[5 IN/NAK],
22721,00:25.519.177,84.88 us,,,,,[4 IN/NAK],
22722,00:25.519.300,98.88 us,,,,,[5 IN/NAK],
22723,00:25.519.425,103.70 us,,,,,[5 IN/NAK],
22724,00:25.519.555,103.97 us,,,,,[5 IN/NAK],
22725,00:25.519.685,78.00 us,,,,,[4 IN/NAK],
22726,00:25.519.800,98.85 us,,,,,[5 IN/NAK],
22727,00:25.519.924,103.72 us,,,,,[5 IN/NAK],
22728,00:25.520.054,98.92 us,,,,,[5 IN/NAK],
22729,00:25.520.175,84.92 us,,,,,[4 IN/NAK],
22730,00:25.520.299,98.88 us,,,,,[5 IN/NAK],
22731,00:25.520.423,103.65 us,,,,,[5 IN/NAK],
22732,00:25.520.553,103.93 us,,,,,[5 IN/NAK],
22733,00:25.520.683,78.00 us,,,,,[4 IN/NAK],
22734,00:25.520.798,98.88 us,,,,,[5 IN/NAK],
22735,00:25.520.923,103.67 us,,,,,[5 IN/NAK],
22736,00:25.521.052,98.93 us,,,,,[5 IN/NAK],
22737,00:25.521.173,84.88 us,,,,,[4 IN/NAK],
22738,00:25.521.297,98.85 us,,,,,[5 IN/NAK],
22739,00:25.521.422,103.70 us,,,,,[5 IN/NAK],
22740,00:25.521.551,103.90 us,,,,,[5 IN/NAK],
22741,00:25.521.681,78.00 us,,,,,[4 IN/NAK],
22742,00:25.521.796,98.88 us,,,,,[5 IN/NAK],
22743,00:25.521.921,103.67 us,,,,,[5 IN/NAK],
22744,00:25.522.050,98.95 us,,,,,[5 IN/NAK],
22745,00:25.522.171,84.90 us,,,,,[4 IN/NAK],
22746,00:25.522.295,98.83 us,,,,,[5 IN/NAK],
22747,00:25.522.420,103.70 us,,,,,[5 IN/NAK],
22748,00:25.522.549,103.93 us,,,,,[5 IN/NAK],
22749,00:25.522.679,77.98 us,,,,,[4 IN/NAK],
22750,00:25.522.794,98.87 us,,,,,[5 IN/NAK],
22751,00:25.522.919,103.67 us,,,,,[5 IN/NAK],
22752,00:25.523.048,98.93 us,,,,,[5 IN/NAK],
22753,00:25.523.170,84.02 us,,,,,[4 IN/NAK],
22754,00:25.523.293,98.83 us,,,,,[5 IN/NAK],
22755,00:25.523.418,103.68 us,,,,,[5 IN/NAK],
22756,00:25.523.547,103.98 us,,,,,[5 IN/NAK],
22757,00:25.523.677,77.97 us,,,,,[4 IN/NAK],
22758,00:25.523.792,98.88 us,,,,,[5 IN/NAK],
22759,00:25.523.917,103.67 us,,,,,[5 IN/NAK],
22760,00:25.524.046,98.93 us,,,,,[5 IN/NAK],
22761,00:25.524.167,84.95 us,,,,,[4 IN/NAK],
22762,00:25.524.291,98.85 us,,,,,[5 IN/NAK],
22763,00:25.524.416,103.65 us,,,,,[5 IN/NAK],
22764,00:25.524.545,103.98 us,,,,,[5 IN/NAK],
22765,00:25.524.675,77.95 us,,,,,[4 IN/NAK],
22766,00:25.524.790,98.88 us,,,,,[5 IN/NAK],
22767,00:25.524.915,103.67 us,,,,,[5 IN/NAK],
22768,00:25.525.045,98.93 us,,,,,[5 IN/NAK],
22769,00:25.525.165,84.92 us,,,,,[4 IN/NAK],
22770,00:25.525.289,98.88 us,,,,,[5 IN/NAK],
22771,00:25.525.414,103.65 us,,,,,[5 IN/NAK],
22772,00:25.525.544,103.97 us,,,,,[5 IN/NAK],
22773,00:25.525.673,77.98 us,,,,,[4 IN/NAK],
22774,00:25.525.788,98.85 us,,,,,[5 IN/NAK],
22775,00:25.525.913,103.70 us,,,,,[5 IN/NAK],
22776,00:25.526.043,98.93 us,,,,,[5 IN/NAK],
22777,00:25.526.164,84.92 us,,,,,[4 IN/NAK],
22778,00:25.526.287,98.88 us,,,,,[5 IN/NAK],
22779,00:25.526.412,103.70 us,,,,,[5 IN/NAK],
22780,00:25.526.542,103.95 us,,,,,[5 IN/NAK],
22781,00:25.526.672,78.02 us,,,,,[4 IN/NAK],
22782,00:25.526.787,98.85 us,,,,,[5 IN/NAK],
22783,00:25.526.911,103.70 us,,,,,[5 IN/NAK],
22784,00:25.527.041,98.98 us,,,,,[5 IN/NAK],
22785,00:25.527.162,84.90 us,,,,,[4 IN/NAK],
22786,00:25.527.286,98.90 us,,,,,[5 IN/NAK],
22787,00:25.527.411,103.68 us,,,,,[5 IN/NAK],
22788,00:25.527.540,103.92 us,,,,,[5 IN/NAK],
22789,00:25.527.670,78.00 us,,,,,[4 IN/NAK],
22790,00:25.527.785,98.85 us,,,,,[5 IN/NAK],
22791,00:25.527.910,103.65 us,,,,,[5 IN/NAK],
22792,00:25.528.039,98.97 us,,,,,[5 IN/NAK],
22793,00:25.528.160,84.90 us,,,,,[4 IN/NAK],
22794,00:25.528.284,98.88 us,,,,,[5 IN/NAK],
22795,00:25.528.409,103.70 us,,,,,[5 IN/NAK],
22796,00:25.528.538,103.93 us,,,,,[5 IN/NAK],
22797,00:25.528.668,78.00 us,,,,,[4 IN/NAK],
22798,00:25.528.783,98.85 us,,,,,[5 IN/NAK],
22799,00:25.528.908,103.72 us,,,,,[5 IN/NAK],
22800,00:25.529.037,98.97 us,,,,,[5 IN/NAK],
22801,00:25.529.158,84.88 us,,,,,[4 IN/NAK],
22802,00:25.529.282,98.87 us,,,,,[5 IN/NAK],
22803,00:25.529.407,103.68 us,,,,,[5 IN/NAK],
22804,00:25.529.536,103.95 us,,,,,[5 IN/NAK],
22805,00:25.529.666,78.00 us,,,,,[4 IN/NAK],
22806,00:25.529.781,98.85 us,,,,,[5 IN/NAK],
22807,00:25.529.906,103.65 us,,,,,[5 IN/NAK],
22808,00:25.530.035,98.95 us,,,,,[5 IN/NAK],
22809,00:25.530.156,84.92 us,,,,,[4 IN/NAK],
22810,00:25.530.280,98.88 us,,,,,[5 IN/NAK],
22811,00:25.530.405,103.67 us,,,,,[5 IN/NAK],
22812,00:25.530.535,103.92 us,,,,,[5 IN/NAK],
22813,00:25.530.664,78.03 us,,,,,[4 IN/NAK],
22814,00:25.530.779,98.88 us,,,,,[5 IN/NAK],
22815,00:25.530.904,103.67 us,,,,,[5 IN/NAK],
22816,00:25.531.034,98.95 us,,,,,[5 IN/NAK],
22817,00:25.531.155,84.02 us,,,,,[4 IN/NAK],
22818,00:25.531.278,98.85 us,,,,,[5 IN/NAK],
22819,00:25.531.403,103.68 us,,,,,[5 IN/NAK],
22820,00:25.531.533,103.95 us,,,,,[5 IN/NAK],
22821,00:25.531.662,78.00 us,,,,,[4 IN/NAK],
22822,00:25.531.777,98.88 us,,,,,[5 IN/NAK],
22823,00:25.531.902,103.63 us,,,,,[5 IN/NAK],
22824,00:25.532.032,98.93 us,,,,,[5 IN/NAK],
22825,00:25.532.153,84.92 us,,,,,[4 IN/NAK],
22826,00:25.532.276,98.85 us,,,,,[5 IN/NAK],
22827,00:25.532.401,103.65 us,,,,,[5 IN/NAK],
22828,00:25.532.531,103.97 us,,,,,[5 IN/NAK],
22829,00:25.532.661,77.97 us,,,,,[4 IN/NAK],
22830,00:25.532.775,98.90 us,,,,,[5 IN/NAK],
22831,00:25.532.900,103.70 us,,,,,[5 IN/NAK],
22832,00:25.533.030,98.95 us,,,,,[5 IN/NAK],
22833,00:25.533.151,84.92 us,,,,,[4 IN/NAK],
22834,00:25.533.274,98.83 us,,,,,[5 IN/NAK],
22835,00:25.533.399,103.67 us,,,,,[5 IN/NAK],
22836,00:25.533.529,103.97 us,,,,,[5 IN/NAK],
22837,00:25.533.659,77.97 us,,,,,[4 IN/NAK],
22838,00:25.533.774,98.85 us,,,,,[5 IN/NAK],
22839,00:25.533.898,103.72 us,,,,,[5 IN/NAK],
22840,00:25.534.028,98.93 us,,,,,[5 IN/NAK],
22841,00:25.534.149,84.92 us,,,,,[4 IN/NAK],
22842,00:25.534.273,98.87 us,,,,,[5 IN/NAK],
22843,00:25.534.398,103.70 us,,,,,[5 IN/NAK],
22844,00:25.534.527,103.98 us,,,,,[5 IN/NAK],
22845,00:25.534.657,77.97 us,,,,,[4 IN/NAK],
22846,00:25.534.772,98.85 us,,,,,[5 IN/NAK],
22847,00:25.534.897,103.70 us,,,,,[5 IN/NAK],
22848,00:25.535.026,98.92 us,,,,,[5 IN/NAK],
22849,00:25.535.147,84.92 us,,,,,[4 IN/NAK],
22850,00:25.535.271,98.88 us,,,,,[5 IN/NAK],
22851,00:25.535.396,103.67 us,,,,,[5 IN/NAK],
22852,00:25.535.525,103.95 us,,,,,[5 IN/NAK],
22853,00:25.535.655,78.00 us,,,,,[4 IN/NAK],
22854,00:25.535.770,98.87 us,,,,,[5 IN/NAK],
22855,00:25.535.895,103.68 us,,,,,[5 IN/NAK],
22856,00:25.536.024,98.95 us,,,,,[5 IN/NAK],
22857,00:25.536.145,84.92 us,,,,,[4 IN/NAK],
22858,00:25.536.269,98.88 us,,,,,[5 IN/NAK],
22859,00:25.536.394,103.68 us,,,,,[5 IN/NAK],
22860,00:25.536.523,103.92 us,,,,,[5 IN/NAK],
22861,00:25.536.653,78.02 us,,,,,[4 IN/NAK],
22862,00:25.536.768,98.85 us,,,,,[5 IN/NAK],
22863,00:25.536.893,103.67 us,,,,,[5 IN/NAK],
22864,00:25.537.022,98.97 us,,,,,[5 IN/NAK],
22865,00:25.537.143,84.88 us,,,,,[4 IN/NAK],
22866,00:25.537.267,98.87 us,,,,,[5 IN/NAK],
22867,00:25.537.392,103.68 us,,,,,[5 IN/NAK],
22868,00:25.537.521,103.93 us,,,,,[5 IN/NAK],
22869,00:25.537.651,78.00 us,,,,,[4 IN/NAK],
22870,00:25.537.766,98.87 us,,,,,[5 IN/NAK],
22871,00:25.537.891,103.62 us,,,,,[5 IN/NAK],
22872,00:25.538.021,98.97 us,,,,,[5 IN/NAK],
22873,00:25.538.141,84.88 us,,,,,[4 IN/NAK],
22874,00:25.538.265,98.85 us,,,,,[5 IN/NAK],
22875,00:25.538.390,103.72 us,,,,,[5 IN/NAK],
22876,00:25.538.520,103.93 us,,,,,[5 IN/NAK],
22877,00:25.538.649,77.98 us,,,,,[4 IN/NAK],
22878,00:25.538.764,98.87 us,,,,,[5 IN/NAK],
22879,00:25.538.889,103.65 us,,,,,[5 IN/NAK],
22880,00:25.539.019,98.97 us,,,,,[5 IN/NAK],
22881,00:25.539.140,84.05 us,,,,,[4 IN/NAK],
22882,00:25.539.263,98.85 us,,,,,[5 IN/NAK],
22883,00:25.539.388,103.68 us,,,,,[5 IN/NAK],
22884,00:25.539.518,103.93 us,,,,,[5 IN/NAK],
22885,00:25.539.647,77.97 us,,,,,[4 IN/NAK],
22886,00:25.539.762,98.88 us,,,,,[5 IN/NAK],
22887,00:25.539.887,103.67 us,,,,,[5 IN/NAK],
22888,00:25.540.017,98.97 us,,,,,[5 IN/NAK],
22889,00:25.540.138,84.92 us,,,,,[4 IN/NAK],
22890,00:25.540.261,98.85 us,,,,,[5 IN/NAK],
22891,00:25.540.386,103.72 us,,,,,[5 IN/NAK],
22892,00:25.540.516,103.95 us,,,,,[5 IN/NAK],
22893,00:25.540.646,77.97 us,,,,,[4 IN/NAK],
22894,00:25.540.760,98.87 us,,,,,[5 IN/NAK],
22895,00:25.540.885,103.67 us,,,,,[5 IN/NAK],
22896,00:25.541.015,98.92 us,,,,,[5 IN/NAK],
22897,00:25.541.136,84.92 us,,,,,[4 IN/NAK],
22898,00:25.541.260,98.83 us,,,,,[5 IN/NAK],
22899,00:25.541.385,103.70 us,,,,,[5 IN/NAK],
22900,00:25.541.514,103.95 us,,,,,[5 IN/NAK],
22901,00:25.541.644,77.98 us,,,,,[4 IN/NAK],
22902,00:25.541.759,98.87 us,,,,,[5 IN/NAK],
22903,00:25.541.884,103.70 us,,,,,[5 IN/NAK],
22904,00:25.542.013,98.95 us,,,,,[5 IN/NAK],
22905,00:25.542.134,84.92 us,,,,,[4 IN/NAK],
22906,00:25.542.258,98.88 us,,,,,[5 IN/NAK],
22907,00:25.542.383,103.67 us,,,,,[5 IN/NAK],
22908,00:25.542.512,103.95 us,,,,,[5 IN/NAK],
22909,00:25.542.642,77.98 us,,,,,[4 IN/NAK],
22910,00:25.542.757,98.88 us,,,,,[5 IN/NAK],
22911,00:25.542.882,103.70 us,,,,,[5 IN/NAK],
22912,00:25.543.011,98.92 us,,,,,[5 IN/NAK],
22913,00:25.543.132,84.92 us,,,,,[4 IN/NAK],
22914,00:25.543.256,98.88 us,,,,,[5 IN/NAK],
22915,00:25.543.381,103.65 us,,,,,[5 IN/NAK],
22916,00:25.543.510,103.97 us,,,,,[5 IN/NAK],
22917,00:25.543.640,77.98 us,,,,,[4 IN/NAK],
22918,00:25.543.755,98.85 us,,,,,[5 IN/NAK],
22919,00:25.543.880,103.73 us,,,,,[5 IN/NAK],
22920,00:25.544.009,98.95 us,,,,,[5 IN/NAK],
22921,00:25.544.130,84.90 us,,,,,[4 IN/NAK],
22922,00:25.544.254,98.90 us,,,,,[5 IN/NAK],
22923,00:25.544.379,103.67 us,,,,,[5 IN/NAK],
22924,00:25.544.508,103.97 us,,,,,[5 IN/NAK],
22925,00:25.544.638,78.00 us,,,,,[4 IN/NAK],
22926,00:25.544.753,98.83 us,,,,,[5 IN/NAK],
22927,00:25.544.878,103.68 us,,,,,[5 IN/NAK],
22928,00:25.545.008,98.95 us,,,,,[5 IN/NAK],
22929,00:25.545.128,84.88 us,,,,,[4 IN/NAK],
22930,00:25.545.252,98.90 us,,,,,[5 IN/NAK],
